sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
take 1 tablet daily with breakfast,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
take 1 tablet every 4 to 6 hours as needed for pain. *to last 28 days*,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,4,6,hour,,,,,,,,,14,31,every 4 to 6 hour,every 4-6 hours,,,,,,,1,pain,33,70,as needed for pain. *to last 28 days*
take 1 tablet every day,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
take 1 tablet every other day,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,2,,day,,,,,,,,,14,29,every other day,every 2 days,,,,,,,,,,,
take 1 tablet twice a day with meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,22,25,day,daily,,,,,,,,,,,
take 1 tablet twice daily with meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,
take 1 to 2 tablets by mouth every day,take,0,4,take,1,2,tablet,4,15, 1 to 2 tab,,,,,,,oral,20,28,by mouth,1,,1,,day,,,,,,,,,29,38,every day,daily,,,,,,,,,,,
take 1/2 tablet by mouth every day,take,0,4,take,1/2,,tablet,4,12, 1/2 tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take 1/2 tablet by mouth every other day,take,0,4,take,1/2,,tablet,4,12, 1/2 tab,,,,,,,oral,16,24,by mouth,1,,2,,day,,,,,,,,,25,40,every other day,every 2 days,,,,,,,,,,,
take 1/2 tablet every day,take,0,4,take,1/2,,tablet,4,12, 1/2 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take 2 capsules by mouth every day,take,0,4,take,2,,capsule,4,14, 2 capsule,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take 2 capsules every day,take,0,4,take,2,,capsule,4,14, 2 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take 2 tablets by mouth every day,take,0,4,take,2,,tablet,4,10, 2 tab,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,33,every day,daily,,,,,,,,,,,
take 2 tablets by mouth twice daily with meals,take,0,4,take,2,,tablet,4,10, 2 tab,,,,,,,oral,15,23,by mouth,2,,1,,day,,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,
take 2 tablets every day,take,0,4,take,2,,tablet,4,10, 2 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
take 3 capsules by mouth every day,take,0,4,take,3,,capsule,4,14, 3 capsule,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take 3 tablets by mouth every day,take,0,4,take,3,,tablet,4,10, 3 tab,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,33,every day,daily,,,,,,,,,,,
take 4 tablets by mouth every day,take,0,4,take,4,,tablet,4,10, 4 tab,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,33,every day,daily,,,,,,,,,,,
take 6 tablets by mouth every week,take,0,4,take,6,,tablet,4,10, 6 tab,,,,,,,oral,15,23,by mouth,1,,1,,week,,,,,,,,,24,34,every week,every week,,,,,,,,,,,
take one by mouth every day,take,0,4,take,,,,,,,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,27,every day,daily,,,,,,,,,,,
take one & one-half tablets by mouth every day,take,0,4,take,,,,,,,,,,,,,oral,28,36,by mouth,1,,1,,day,,,,,,,,,37,46,every day,daily,,,,,,,,,,,
take one and one-half tablets by mouth every day,take,0,4,take,,,,,,,,,,,,,oral,30,38,by mouth,1,,1,,day,,,,,,,,,39,48,every day,daily,,,,,,,,,,,
take one capsule by mouth every day,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
take one capsule by mouth every day as needed,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,1,,36,45,as needed
take one capsule by mouth every day with food,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
take one capsule by mouth every other day,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,1,,2,,day,,,,,,,,,26,41,every other day,every 2 days,,,,,,,,,,,
take one capsule by mouth every week,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,1,,1,,week,,,,,,,,,26,36,every week,every week,,,,,,,,,,,
take one capsule by mouth twice daily before meals,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,oral,17,25,by mouth,2,,1,,day,,,,,,,,,26,37,twice daily,twice daily,,,,,,,,,,,
take one capsule daily 30 minutes before breakfast*replaces pantoprazole*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
take one capsule every day,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day **dns**,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day *daw*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day *dns*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day *gerd*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day *oon*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day *vm*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day. **oon**,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one capsule every day. *oon*,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one half tablet by mouth every day,take,0,4,take,,,,,,,,,,,,,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,39,every day,daily,,,,,,,,,,,
take one tablet by mouth daily with breakfast,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
take one tablet by mouth every day,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day *needs to be seen*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day as directed,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day as needed,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,1,,35,44,as needed
take one tablet by mouth every day for blood pressure,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day for cholesterol,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day for high blood pressure,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day with food,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every day.,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take one tablet by mouth every morning before breakfast,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,in the morning,,,,25,38,every morning,daily in the morning,,,,,,,,,,,
take one tablet by mouth every other day,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,2,,day,,,,,,,,,25,40,every other day,every 2 days,,,,,,,,,,,
take one tablet by mouth every week,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
take one tablet by mouth once daily at bedtime,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,,,,,,,,at bedtime,,,,36,46,at bedtime, at bedtime,,,,,,,,,,,
take one tablet by mouth once every day,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,30,39,every day,daily,,,,,,,,,,,
take one tablet by mouth three times daily with meals,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,3,,1,,day,,,,,,,,,25,42,three times daily,3 times per day,,,,,,,,,,,
take one tablet by mouth twice a day with meals,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,33,36,day,daily,,,,,,,,,,,
take one tablet by mouth twice daily with meals,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,2,,1,,day,,,,,,,,,25,36,twice daily,twice daily,,,,,,,,,,,
take one tablet every 4-6 hours as needed for pain*must last 30 days*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,4,6,hour,,,,,,,,,16,30,every 4-6 hour,every 4-6 hours,,,,,,,1,pain,32,69,as needed for pain*must last 30 days*
take one tablet every day,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *30 days only*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *30 days only*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *dns*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day * note these are 50mg tablets,take,0,4,take,1,,tablet,4,12, one tab,50,,mg,42,47, 50mg,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day * note these are 50mg tablets*,take,0,4,take,1,,tablet,4,12, one tab,50,,mg,42,47, 50mg,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day ** dns **,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day **dns,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *daw 1*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *dns,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *dns per patient*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *for gout*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *hyst*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *long term*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *brand only*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *daw2*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day * vacation supply,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day ** new strength **,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day *to last 28 days*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day for thyroid **dns**,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day to help blood pressure *,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day. **dns**,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day. *daw1*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day. *daw2*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
take one tablet every day. *vm*,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
"take one tablet twice daily, 30 minutes before meals *for diabetes*",take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,2,,1,,day,,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,
take one tablets every day**,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
take one-half tablet by mouth every day,take,0,4,take,,,,,,,,,,,,,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,39,every day,daily,,,,,,,,,,,
take three capsules by mouth every day,take,0,4,take,3,,capsule,4,18, three capsule,,,,,,,oral,20,28,by mouth,1,,1,,day,,,,,,,,,29,38,every day,daily,,,,,,,,,,,
take three tablets by mouth every day,take,0,4,take,3,,tablet,4,14, three tab,,,,,,,oral,19,27,by mouth,1,,1,,day,,,,,,,,,28,37,every day,daily,,,,,,,,,,,
take two capsules by mouth every day,take,0,4,take,2,,capsule,4,16, two capsule,,,,,,,oral,18,26,by mouth,1,,1,,day,,,,,,,,,27,36,every day,daily,,,,,,,,,,,
take two capsules every day *oon*,take,0,4,take,2,,capsule,4,16, two capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,18,27,every day,daily,,,,,,,,,,,
take two tablets by mouth every day,take,0,4,take,2,,tablet,4,12, two tab,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
test bid,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
tid,,,,,,,,,,,,,,,,,,,,,3,,1,,day,,,,,,,,,0,3,tid,3 times per day,,,,,,,,,,,
to affected area bid,,,,,,,,,,,,,,,,,topical,0,16,to affected area,2,,1,,day,,,,,,,,,17,20,bid,twice daily,,,,,,,,,,,
to affected area every day,,,,,,,,,,,,,,,,,topical,0,16,to affected area,1,,1,,day,,,,,,,,,17,26,every day,daily,,,,,,,,,,,
use bid,use,0,3,use,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
