original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 TABLET(150 MG) BY MOUTH EVERY MORNING,take 1 tablet150 mg by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,19,150 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,42,every morning,daily,in the morning,29,42,every morning,,,,,,,,,,,
TAKE 6 MG BY MOUTH DAILY,take 6 mg by mouth daily,take,0,4,take,,,,,,,6,,mg,4,9, 6 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
TAKE 40 MG BY MOUTH 2 TIMES A DAY BEFORE MEALS,take 40 mg by mouth 2 times a day before meals,take,0,4,take,,,,,,,40,,mg,4,10, 40 mg,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,before meal,34,46,before meals,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY MORNING BEFORE BREAKFAST,take 1 tablet 10 mg total by mouth every morning before breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,48,every morning,daily,in the morning,35,48,every morning,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH DAILY. BEGIN THIS MEDICATION AFTER YOUR CATHETER HAS BEEN REMOVED,take 1 tablet 5 mg total by mouth daily begin this medication after your catheter has been removed,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,39,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (800 MG TOTAL) BY MOUTH 4 TIMES A DAY,take 1 tablet 800 mg total by mouth 4 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,800,,mg,13,20, 800 mg,by mouth,27,35,by mouth,4,,1,,day,,,,,,,,36,49,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED FOR MODERATE PAIN,take 1 tablet 500 mg total by mouth 2 times a day as needed for moderate pain,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,1,moderate pain,50,77,as needed for moderate pain
TAKE 240 MG BY MOUTH 2 TIMES A DAY,take 240 mg by mouth 2 times a day,take,0,4,take,,,,,,,240,,mg,4,11, 240 mg,by mouth,12,20,by mouth,2,,1,,day,,,,,,,,21,34,2 times a day,twice daily,,,,,,,,,,,,,,,
81 MG,81 mg,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH ONCE FOR 1 DOSE,take 1 tablet 10 mg total by mouth once for 1 dose,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 4 CAPSULES (1.5 G TOTAL) BY MOUTH DAILY,take 4 capsules 1.5 g total by mouth daily,take,0,4,take,4,,capsule,4,15, 4 capsules,1.5,,g,15,21, 1.5 g,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
INHALE 2 PUFFS EVERY 6 HOURS AS NEEDED FOR WHEEZING OR SHORTNESS OF BREATH. USE SPACER WHEN INHALING,inhale 2 puffs every 6 hours as needed for wheezing or shortness of breath use spacer when inhaling,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,6,,hour,,,,,,,,15,27,every 6 hour,every 6 hours,,,,,,,,,,,1,"wheezing,shortness of breath",29,99,as needed for wheezing or shortness of breath use spacer when inhaling
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 3 TIMES A DAY,administer 2 sprays into each nostril 3 times a day,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,3,,1,,day,,,,,,,,38,51,3 times a day,3 times per day,,,,,,,,,,,,,,,
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 4 TIMES A DAY AS NEEDED FOR RHINITIS,administer 2 sprays into each nostril 4 times a day as needed for rhinitis,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,4,,1,,day,,,,,,,,38,51,4 times a day,4 times per day,,,,,,,,,,,1,rhinitis,52,74,as needed for rhinitis
TAKE 0.5 TABLETS (37.5 MCG TOTAL) BY MOUTH DAILY,take 0.5 tablets 37.5 mcg total by mouth daily,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,37.5,,mcg,16,25, 37.5 mcg,by mouth,32,40,by mouth,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET(80 MG) BY MOUTH DAILY,take 1 tablet80 mg by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,80,,mg,13,18,80 mg,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,,,,,,,,,,,
TAKE 10 MG BY MOUTH EVERY 8 HOURS AS NEEDED,take 10 mg by mouth every 8 hours as needed,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,1,,8,,hour,,,,,,,,20,32,every 8 hour,every 8 hours,,,,,,,,,,,1,,34,43,as needed
TAKE 150 MG BY MOUTH EVERY 12 HOURS,take 150 mg by mouth every 12 hours,take,0,4,take,,,,,,,150,,mg,4,11, 150 mg,by mouth,12,20,by mouth,1,,12,,hour,,,,,,,,21,34,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
2 ML,2 ml,,,,,2,,mL,0,4,2 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (180 MG TOTAL) BY MOUTH ONCE A DAY AS NEEDED (ALLERGIES),take 1 tablet 180 mg total by mouth once a day as needed allergies,take,0,4,take,1,,tablet,4,13, 1 tablet,180,,mg,13,20, 180 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,46,once a day,daily,,,,,,,,,,,1,allergies,47,66,as needed allergies
TAKE 60 MG BY MOUTH,take 60 mg by mouth,take,0,4,take,,,,,,,60,,mg,4,10, 60 mg,by mouth,11,19,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET AT BEDTIME,take 1 tablet at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,,,,,
TAKE 3 MG BY MOUTH AT BEDTIME,take 3 mg by mouth at bedtime,take,0,4,take,,,,,,,3,,mg,4,9, 3 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,29,at bedtime,daily,at bedtime,19,29,at bedtime,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 7 DAYS,take 1 tablet 10 mg total by mouth every 6 hours as needed for moderate pain for up to 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,49,93,as needed for moderate pain for up to 7 days
TAKE 0.6 MG BY MOUTH DAILY,take 0.6 mg by mouth daily,take,0,4,take,,,,,,,0.6,,mg,4,11, 0.6 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 150 MG BY MOUTH 3 TIMES A DAY,take 150 mg by mouth 3 times a day,take,0,4,take,,,,,,,150,,mg,4,11, 150 mg,by mouth,12,20,by mouth,3,,1,,day,,,,,,,,21,34,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (667 MG TOTAL) BY MOUTH 3 TIMES A DAY WITH MEALS,take 1 capsule 667 mg total by mouth 3 times a day with meals,take,0,4,take,1,,capsule,4,14, 1 capsule,667,,mg,14,21, 667 mg,by mouth,28,36,by mouth,3,,1,,day,,,,,,,,37,50,3 times a day,3 times per day,with meal,51,61,with meals,,,,,,,,,,,
TAKE 3 TABLETS (60 MG TOTAL) BY MOUTH DAILY FOR 5 DAYS,take 3 tablets 60 mg total by mouth daily for 5 days,take,0,4,take,3,,tablet,4,14, 3 tablets,60,,mg,14,20, 60 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,5,,day,42,51,5 day,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR MUSCLE SPASMS FOR UP TO 10 DAYS,take 1 tablet 500 mg total by mouth 3 times a day as needed for muscle spasms for up to 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,3,,1,,day,,,,,,,,36,49,3 times a day,3 times per day,,,,,,,,,,,1,muscle spasm,50,95,as needed for muscle spasms for up to 10 days
TAKE 2 TABLETS BY MOUTH EVERY NIGHT AS NEEDED FOR CONSTIPATION FOR UP TO 5 DAYS,take 2 tablets by mouth every night as needed for constipation for up to 5 days,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,35,every night,daily,at night,24,35,every night,,,,,,,1,constipation,36,79,as needed for constipation for up to 5 days
TAKE 1 TABLET (20 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 5 DAYS,take 1 tablet 20 mg total by mouth every 12 hours for 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,1,,12,,hour,,,,,,,,35,48,every 12 hour,every 12 hours,,,,,5,,day,50,59,5 day,,,,,
TAKE 1 TABLET (25 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR ANXIETY FOR UP TO 10 DAYS,take 1 tablet 25 mg total by mouth every 6 hours as needed for anxiety for up to 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,19, 25 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,anxiety,49,88,as needed for anxiety for up to 10 days
APPLY TOPICALLY 3 TIMES A DAY FOR 7 DAYS,apply topically 3 times a day for 7 days,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,3,,1,,day,,,,,,,,16,29,3 times a day,3 times per day,,,,,7,,day,30,39,7 day,,,,,
TAKE 1 TABLET (240 MG TOTAL) BY MOUTH DAILY,take 1 tablet 240 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,240,,mg,13,20, 240 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
"INJECT 1,000 MCG INTRAMUSCULARLY EVERY 30 DAYS",inject 1000 mcg intramuscularly every 30 days,inject,0,6,inject,,,,,,,1000,,mcg,6,15, 1000 mcg,intramuscularly,16,31,intramuscularly,1,,30,,day,,,,,,,,32,44,every 30 day,every 30 days,,,,,,,,,,,,,,,
TAKE 12.5 MG BY MOUTH EVERY 12 HOURS,take 12.5 mg by mouth every 12 hours,take,0,4,take,,,,,,,12.5,,mg,4,12, 12.5 mg,by mouth,13,21,by mouth,1,,12,,hour,,,,,,,,22,35,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE BY MOUTH EVERY NIGHT AS NEEDED FOR ANXIETY,take by mouth every night as needed for anxiety,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,25,every night,daily,at night,14,25,every night,,,,,,,1,anxiety,26,47,as needed for anxiety
ADMINISTER 1 DROP INTO BOTH EYES ONCE A DAY AS NEEDED FOR ALLERGIES,administer 1 drop into both eyes once a day as needed for allergies,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in both eyes,18,32,into both eyes,1,,1,,day,,,,,,,,33,43,once a day,daily,,,,,,,,,,,1,allergies,44,67,as needed for allergies
TAKE 325 MG BY MOUTH 2 TIMES A DAY,take 325 mg by mouth 2 times a day,take,0,4,take,,,,,,,325,,mg,4,11, 325 mg,by mouth,12,20,by mouth,2,,1,,day,,,,,,,,21,34,2 times a day,twice daily,,,,,,,,,,,,,,,
ADMINISTER 1 DROP INTO THE RIGHT EYE 3 TIMES A DAY FOR 7 DAYS,administer 1 drop into the right eye 3 times a day for 7 days,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in right eye,18,36,into the right eye,3,,1,,day,,,,,,,,37,50,3 times a day,3 times per day,,,,,7,,day,51,60,7 day,,,,,
TAKE 1 CAPSULE (400 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 capsule 400 mg total by mouth every night,take,0,4,take,1,,capsule,4,14, 1 capsule,400,,mg,14,21, 400 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,48,every night,daily,at night,37,48,every night,,,,,,,,,,,
INJECT 1.8 MG UNDER THE SKIN DAILY,inject 1.8 mg under the skin daily,inject,0,6,inject,,,,,,,1.8,,mg,6,13, 1.8 mg,subcutaneously,14,28,under the skin,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 88 MCG BY MOUTH EVERY MORNING,take 88 mcg by mouth every morning,take,0,4,take,,,,,,,88,,mcg,4,11, 88 mcg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,34,every morning,daily,in the morning,21,34,every morning,,,,,,,,,,,
INJECT 0.6 ML (15 MG TOTAL) UNDER THE SKIN WEEKLY,inject 0.6 ml 15 mg total under the skin weekly,inject,0,6,inject,0.6,,mL,6,13, 0.6 ml,15,,mg,13,19, 15 mg,subcutaneously,26,40,under the skin,1,,1,,week,,,,,,,,41,47,weekly,every week,,,,,,,,,,,,,,,
INSERT 2 MG INTO THE VAGINA EVERY 3 MONTHS. FOLLOW PACKAGE DIRECTIONS,insert 2 mg into the vagina every 3 months follow package directions,insert,0,6,insert,,,,,,,2,,mg,6,11, 2 mg,vaginally,12,27,into the vagina,1,,3,,month,,,,,,,,28,41,every 3 month,every 3 months,,,,,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR MODERATE PAIN,take 1 tablet 5 mg total by mouth every 8 hours as needed for moderate pain,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,8,,hour,,,,,,,,34,46,every 8 hour,every 8 hours,,,,,,,,,,,1,moderate pain,48,75,as needed for moderate pain
"TAKE 2 TABLETS (1,000 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR MILD PAIN OR MODERATE PAIN FOR UP TO 10 DAYS",take 2 tablets 1000 mg total by mouth every 8 hours as needed for mild pain or moderate pain for up to 10 days,take,0,4,take,2,,tablet,4,14, 2 tablets,1000,,mg,14,22, 1000 mg,by mouth,29,37,by mouth,1,,8,,hour,,,,,,,,38,50,every 8 hour,every 8 hours,,,,,,,,,,,1,"mild pain,moderate pain",52,110,as needed for mild pain or moderate pain for up to 10 days
TAMSULOSIN 0.4 MG CAPSULE,tamsulosin 0.4 mg capsule,,,,,,,,,,,0.4,,mg,10,17, 0.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR NAUSEA OR VOMITING FOR UP TO 7 DAYS,take 1 tablet 4 mg total by mouth 3 times a day as needed for nausea or vomiting for up to 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,3,,1,,day,,,,,,,,34,47,3 times a day,3 times per day,,,,,,,,,,,1,"nausea,vomiting",48,97,as needed for nausea or vomiting for up to 7 days
TAKE 1 TABLET (8 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 7 DAYS,take 1 tablet 8 mg total by mouth every 8 hours for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,8,,mg,13,18, 8 mg,by mouth,25,33,by mouth,1,,8,,hour,,,,,,,,34,46,every 8 hour,every 8 hours,,,,,7,,day,48,57,7 day,,,,,
ADMINISTER 2 SPRAYS INTO AFFECTED NOSTRIL(S) DAILY,administer 2 sprays into affected nostrils daily,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,34,42,nostrils,1,,1,,day,,,,,,,,43,48,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET(20 MG) BY MOUTH TWICE DAILY,take 1 tablet20 mg by mouth twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,18,20 mg,by mouth,19,27,by mouth,2,,1,,day,,,,,,,,28,39,twice daily,twice daily,,,,,,,,,,,,,,,
ADMINISTER INTO EACH NOSTRIL AS NEEDED FOR RHINITIS,administer into each nostril as needed for rhinitis,administer,0,10,administer,,,,,,,,,,,,,in each nostril,11,28,into each nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rhinitis,29,51,as needed for rhinitis
ONDANSETRON HCL 4 MG TABLET,ondansetron hcl 4 mg tablet,,,,,,,,,,,4,,mg,15,20, 4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR NAUSEA OR VOMITING,take 1 tablet 10 mg total by mouth 3 times a day as needed for nausea or vomiting,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,3,,1,,day,,,,,,,,35,48,3 times a day,3 times per day,,,,,,,,,,,1,"nausea,vomiting",49,81,as needed for nausea or vomiting
CHEW 1 TABLET (80 MG TOTAL) 3 TIMES A DAY AS NEEDED FOR FLATULENCE FOR UP TO 10 DAYS,chew 1 tablet 80 mg total 3 times a day as needed for flatulence for up to 10 days,chew,0,4,chew,1,,tablet,4,13, 1 tablet,80,,mg,13,19, 80 mg,,,,,3,,1,,day,,,,,,,,26,39,3 times a day,3 times per day,,,,,,,,,,,1,flatulence,40,82,as needed for flatulence for up to 10 days
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED (PAIN AND/OR SWELLING). TAKE WITH FOOD,take 1 tablet 500 mg total by mouth 2 times a day as needed pain and/or swelling take with food,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,1,"pain,swelling",50,95,as needed pain and/or swelling take with food
TAKE 1 TABLET BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN (PAIN) FOR UP TO 3 DAYS. GRADUALLY DECREASE PAIN MED AMOUNT TAKEN OVER NEXT 2 WEEKS,take 1 tablet by mouth every 6 hours as needed for moderate pain pain for up to 3 days gradually decrease pain med amount taken over next 2 weeks,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,"moderate pain,pain,pain",37,145,as needed for moderate pain pain for up to 3 days gradually decrease pain med amount taken over next 2 weeks
TAKE 5 MG BY MOUTH AT BEDTIME AS NEEDED,take 5 mg by mouth at bedtime as needed,take,0,4,take,,,,,,,5,,mg,4,9, 5 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,29,at bedtime,daily,at bedtime,19,29,at bedtime,,,,,,,1,,30,39,as needed
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 2 DAYS,take 1 tablet 5 mg total by mouth every 6 hours as needed for moderate pain for up to 2 days,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,6,,hour,,,,,,,,34,46,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,48,92,as needed for moderate pain for up to 2 days
TAKE 1 TABLET(150 MG) BY MOUTH DAILY,take 1 tablet150 mg by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,19,150 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
INJECT 0.8 ML (20 MG TOTAL) UNDER THE SKIN WEEKLY,inject 0.8 ml 20 mg total under the skin weekly,inject,0,6,inject,0.8,,mL,6,13, 0.8 ml,20,,mg,13,19, 20 mg,subcutaneously,26,40,under the skin,1,,1,,week,,,,,,,,41,47,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY NIGHT FOR 10 DAYS,take 1 tablet 10 mg total by mouth every night for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,46,every night,daily,at night,35,46,every night,10,,day,47,57,10 day,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 10 DAYS,take 1 tablet 4 mg total by mouth every 8 hours for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,8,,hour,,,,,,,,34,46,every 8 hour,every 8 hours,,,,,10,,day,48,58,10 day,,,,,
TAKE 10 ML (800 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 10 DAYS,take 10 ml 800 mg total by mouth every 12 hours for 10 days,take,0,4,take,10,,mL,4,10, 10 ml,800,,mg,10,17, 800 mg,by mouth,24,32,by mouth,1,,12,,hour,,,,,,,,33,46,every 12 hour,every 12 hours,,,,,10,,day,48,58,10 day,,,,,
TAKE 10 MG BY MOUTH 4 TIMES A DAY,take 10 mg by mouth 4 times a day,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,4,,1,,day,,,,,,,,20,33,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH DAILY,take 1 g by mouth daily,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH 2 TIMES A DAY (WITH BREAKFAST AND DINNER),take 1 capsule by mouth 2 times a day with breakfast and dinner,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,37,2 times a day,twice daily,with breakfast,38,52,with breakfast,,,,,,,,,,,
TAKE 1 TABLET (750 MG TOTAL) BY MOUTH DAILY FOR 10 DAYS,take 1 tablet 750 mg total by mouth daily for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,750,,mg,13,20, 750 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,10,,day,42,52,10 day,,,,,
TAKE ONE TABLET BY MOUTH DAILY WITH BREAKFAST,take one tablet by mouth daily with breakfast,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,with breakfast,31,45,with breakfast,,,,,,,,,,,
ADMINISTER 2 SPRAYS INTO ONE OR BOTH NOSTRILS DAILY,administer 2 sprays into one or both nostrils daily,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,32,45,both nostrils,1,,1,,day,,,,,,,,46,51,daily,daily,,,,,,,,,,,,,,,
VITAMIN C,vitamin c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (0.25 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 tablet 0.25 mg total by mouth 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,0.25,,mg,13,21, 0.25 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (0.125 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR CRAMPING OR DIARRHEA,take 1 tablet 0.125 mg total by mouth every 6 hours as needed for cramping or diarrhea,take,0,4,take,1,,tablet,4,13, 1 tablet,0.125,,mg,13,22, 0.125 mg,by mouth,29,37,by mouth,1,,6,,hour,,,,,,,,38,50,every 6 hour,every 6 hours,,,,,,,,,,,1,"cramping,diarrhea",52,86,as needed for cramping or diarrhea
AZELASTINE 137 MCG (0.1 %) NASAL SPRAY AEROSOL,azelastine 137 mcg 0.1 % nasal spray aerosol,spray,31,36,spray,,,,,,,137,,mcg,10,18, 137 mcg,in nostril(s),25,30,nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAY REPEAT IN 2 HOURS IF UNRESOLVED. DO NOT EXCEED 30 MG IN 24 HOURS,may repeat in 2 hours if unresolved do not exceed 30 mg in 24 hours,,,,,,,,,,,30,,mg,50,55,30 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAKE 2 TABLETS (2,000 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 1 DAY",take 2 tablets 2000 mg total by mouth every 12 hours for 1 day,take,0,4,take,2,,tablet,4,14, 2 tablets,2000,,mg,14,22, 2000 mg,by mouth,29,37,by mouth,1,,12,,hour,,,,,,,,38,51,every 12 hour,every 12 hours,,,,,1,,day,53,62,1 day,,,,,
TAKE 1 TABLET (81 MG TOTAL) BY MOUTH DAILY WITH BREAKFAST,take 1 tablet 81 mg total by mouth daily with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,81,,mg,13,19, 81 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,with breakfast,41,55,with breakfast,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH ONCE A DAY AS NEEDED FOR ERECTILE DYSFUNCTION,take 1 tablet 5 mg total by mouth once a day as needed for erectile dysfunction,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,44,once a day,daily,,,,,,,,,,,1,erectile dysfunction,45,79,as needed for erectile dysfunction
PROMETHAZINE 25 MG TABLET,promethazine 25 mg tablet,,,,,,,,,,,25,,mg,12,18, 25 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 0.1 MG BY MOUTH DAILY,take 0.1 mg by mouth daily,take,0,4,take,,,,,,,0.1,,mg,4,11, 0.1 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
PREDNISONE 20 MG TABLET,prednisone 20 mg tablet,,,,,,,,,,,20,,mg,10,16, 20 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
