sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
2 puffs inhalation with spacer twice a day,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,respiratory tract route,8,18,inhalation,2,,1,,day,,,,,,,,,31,42,twice a day,twice daily,,,,,,,,,,,
81mg 1 tab daily,,,,,1,,tablet,4,10, 1 tab,81,,mg,0,4,81mg,,,,,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
"40 mg orally once daily, in the morning",,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
"81mg orally once daily, in the morning",,,,,,,,,,,81,,mg,0,4,81mg,oral,5,11,orally,1,,1,,day,,,,,,,,,12,22,once daily,daily,,,,,,,,,,,
one pill by mouth daily,,,,,1,,pilL,0,8,one pill,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
(Also Known As Tenormin) 1 tablet by mouth twice a day,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,2,,1,,day,,,,,,,,,43,54,twice a day,twice daily,,,,,,,,,,,
1 spray in each nostril daily for 30 day(s),spray,2,7,spray,1,,spray dose form,0,7,1 spray,,,,,,,nasal route,8,23,in each nostril,1,,1,,day,,,,,,,,,24,29,daily,daily,30,,day,30,40,30 day,,,,,
"(Also Known As Nicoderm CQ) 1 patch on dry, cleaned skin daily",,,,,1,,transdermal patch,27,35, 1 patch,,,,,,,topical route,44,56,cleaned skin,1,,1,,day,,,,,,,,,57,62,daily,daily,,,,,,,,,,,
4 MG IV every 6 hours as needed,,,,,,,,,,,4,,mg,0,4,4 MG,,,,,1,,6,,hour,,,,,,,,,8,20,every 6 hour,every 6 hours,,,,,,,1,,22,31,as needed
10 mg by mouth at bedtime,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,1,,,,,,,,,bedtime,,,,15,25,at bedtime, bedtime,,,,,,,,,,,
(Also Known As Bactrim DS) 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,12,,hour,,,,,,,,,45,58,every 12 hour,every 12 hours,10,,day,60,70,10 day,,,,,
(Also Known As Vasotec) 1 tablet by mouth daily,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
20 mg 1 tablet daily,,,,,1,,tablet,5,11, 1 tab,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
(Also Known As Prozac) 1 capsule by mouth every morning,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,in the morning,,,,42,55,every morning,daily in the morning,,,,,,,,,,,
2 puffs from the inhaler four times a day as needed,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,,42,51,as needed
1 MG orally daily,,,,,,,,,,,1,,mg,0,4,1 MG,oral,5,11,orally,1,,1,,day,,,,,,,,,12,17,daily,daily,,,,,,,,,,,
1 APPLICATION TOPICAL twice daily,,,,,1,,application,0,13,1 APPLICATION,,,,,,,topical route,14,21,TOPICAL,2,,1,,day,,,,,,,,,22,33,twice daily,twice daily,,,,,,,,,,,
10 mg by mouth as needed,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,15,24,as needed
40mg by mouth once a day,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,24,once a day,daily,,,,,,,,,,,
10 mg by mouth twice daily,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
(Zocor) 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,7,13, 1 tab,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,in the evening,,,,26,39,every evening,daily in the evening,,,,,,,,,,,
one tab daily by mouth,,,,,1,,tablet,0,7,one tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,8,13,daily,daily,,,,,,,,,,,
(Also Known As Keflex) 1 capsule by mouth every 6 hours for 7 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,6,,hour,,,,,,,,,42,54,every 6 hour,every 6 hours,7,,day,56,65,7 day,,,,,
40 mg 1 tablet once daily,,,,,1,,tablet,5,11, 1 tab,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,,15,25,once daily,daily,,,,,,,,,,,
81mg 1 tablet daily,,,,,1,,tablet,4,10, 1 tab,81,,mg,0,4,81mg,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
1 tablet by mouth every four or six hours as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,4,6,hour,,,,,,,,,18,40,every four or six hour,every 4-6 hours,,,,,,,1,pain,42,60,as needed for pain
(Also Known As Avapro) 1 tablet by mouth daily,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,1,,1,,day,,,,,,,,,41,46,daily,daily,,,,,,,,,,,
(Norvasc) 1 tablet by mouth daily,,,,,1,,tablet,9,15, 1 tab,,,,,,,oral,19,27,by mouth,1,,1,,day,,,,,,,,,28,33,daily,daily,,,,,,,,,,,
4 drops in each affected ear every 12 hours for 7 days,,,,,4,,drops dose form,0,6,4 drop,,,,,,,otic route,8,28,in each affected ear,1,,12,,hour,,,,,,,,,29,42,every 12 hour,every 12 hours,7,,day,44,53,7 day,,,,,
by mouth as need,,,,,,,,,,,,,,,,,oral,0,8,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as needed in both eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,in both eyes,0,22,as needed in both eyes
"6 MG orally at bedtime, as needed",,,,,,,,,,,6,,mg,0,4,6 MG,oral,5,11,orally,1,,,,,,,,,bedtime,,,,12,22,at bedtime, bedtime,,,,,,,1,,24,33,as needed
10 mg tablet 1 tablet by mouth daily,,,,,1,,tablet,12,18, 1 tab,10,,mg,0,5,10 mg,oral,22,30,by mouth,1,,1,,day,,,,,,,,,31,36,daily,daily,,,,,,,,,,,
(Celexa) 1 tablet by mouth daily,,,,,1,,tablet,8,14, 1 tab,,,,,,,oral,18,26,by mouth,1,,1,,day,,,,,,,,,27,32,daily,daily,,,,,,,,,,,
(Also Known As Xanax) 1 tablet by mouth daily as needed for anxiety,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,,,,,40,45,daily,daily,,,,,,,1,anxiety,46,67,as needed for anxiety
1 tablet by mouth four times a day as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,4,,1,,day,,,,,,,,,18,34,four times a day,4 times per day,,,,,,,1,pain,35,53,as needed for pain
(Also Known As Mobic) 1 tablet by mouth daily for 30 day(s),,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,,,,,40,45,daily,daily,30,,day,46,56,30 day,,,,,
1000mcg by mouth daily,,,,,,,,,,,1000,,mcg,0,7,1000mcg,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
5 mg 1 tab by mouth daily,,,,,1,,tablet,4,10, 1 tab,5,,mg,0,4,5 mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,,,,,
2 tablets by mouth one time only,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,,,,,,,,,,,,,1,19,32,one time only,once,,,,,,,,,,,
test BG 6x per day,,,,,,,,,,,,,,,,,,,,,6,,1,,day,,,,,,,,,8,18,6x per day,6 times per day,,,,,,,,,,,
2 tablets by mouth twice a day for 14 days as needed for constipation,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,14,,day,31,41,14 day,1,constipation,43,69,as needed for constipation
1 tablet by mouth every 12 hours for 14 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,12,,hour,,,,,,,,,18,31,every 12 hour,every 12 hours,14,,day,33,43,14 day,,,,,
1 tablet by mouth every 12 hours as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,12,,hour,,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,1,pain,33,51,as needed for pain
one tablet by mouth every day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,day,,,,20,29,every day,daily day,,,,,,,,,,,
20mg 1 capsule by mouth daily,,,,,1,,capsule,4,14, 1 capsule,20,,mg,0,4,20mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
0.4 mg by mouth daily,,,,,,,,,,,0.4,,mg,0,6,0.4 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
1 capsule by mouth daily for 14 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,,,,,19,24,daily,daily,14,,day,25,35,14 day,,,,,
300mg by mouth twice daily,,,,,,,,,,,300,,mg,0,5,300mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
once daily orally,,,,,,,,,,,,,,,,,oral,11,17,orally,1,,1,,day,,,,,,,,,0,10,once daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for 5 days as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,5,,day,32,41,5 day,1,,43,52,as needed
(Lasix) 1 tablet by mouth daily,,,,,1,,tablet,7,13, 1 tab,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
25 MG orally daily,,,,,,,,,,,25,,mg,0,5,25 MG,oral,6,12,orally,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
20mg by mouth once a day,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,24,once a day,daily,,,,,,,,,,,
(Also Known As Wellbutrin SR) 1 tablet by mouth twice a day,,,,,1,,tablet,29,35, 1 tab,,,,,,,oral,39,47,by mouth,2,,1,,day,,,,,,,,,48,59,twice a day,twice daily,,,,,,,,,,,
40mg one tablet daily,,,,,1,,tablet,4,12, one tab,40,,mg,0,4,40mg,,,,,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
500mg twice a day,,,,,,,,,,,500,,mg,0,5,500mg,,,,,2,,1,,day,,,,,,,,,6,17,twice a day,twice daily,,,,,,,,,,,
3 tablets by mouth every evening at bedtime,,,,,3,,tablet,0,5,3 tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,in the evening,,,,19,32,every evening,daily in the evening,,,,,,,,,,,
1000 iu by mouth daily,,,,,,,,,,,,,,,,,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
Take 20 mg by mouth daily.,take,0,4,Take,,,,,,,20,,mg,4,10, 20 mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,,,,,
(Also Known As Inderal LA) 1 capsule by mouth daily,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,,,,,46,51,daily,daily,,,,,,,,,,,
1 puff twice daily,,,,,1,,pressurised inhalation,0,6,1 puff,,,,,,,,,,,2,,1,,day,,,,,,,,,7,18,twice daily,twice daily,,,,,,,,,,,
(Also Known As Wellbutrin XL) 1 tablet by mouth every morning,,,,,1,,tablet,29,35, 1 tab,,,,,,,oral,39,47,by mouth,1,,1,,day,,,,,in the morning,,,,48,61,every morning,daily in the morning,,,,,,,,,,,
(Also Known As Zovirax) 1 tablet by mouth twice a day,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,2,,1,,day,,,,,,,,,42,53,twice a day,twice daily,,,,,,,,,,,
one tablet by mouth per day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mg tablet by mouth daily,,,,,,,,,,,20,,mg,0,4,20mg,oral,12,20,by mouth,1,,1,,day,,,,,,,,,21,26,daily,daily,,,,,,,,,,,
(Also Known As Lofibra) 1 tablet by mouth daily,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
1 APPLICATION TOPICAL DAILY,,,,,1,,application,0,13,1 APPLICATION,,,,,,,topical route,14,21,TOPICAL,1,,1,,day,,,,,,,,,22,27,DAILY,daily,,,,,,,,,,,
20mg 1 tablet by mouth twice daily,,,,,1,,tablet,4,10, 1 tab,20,,mg,0,4,20mg,oral,14,22,by mouth,2,,1,,day,,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,
(Also Known As Aldactone) 0.5 tablet by mouth daily,,,,,0.5,,tablet,25,33, 0.5 tab,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,,,,,46,51,daily,daily,,,,,,,,,,,
1 tab. by mouth daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
10mg by mouth daily as needed,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,1,,20,29,as needed
25mg daily by mouth,,,,,,,,,,,25,,mg,0,4,25mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,,,,,
0.5mg by mouth daily,,,,,,,,,,,0.5,,mg,0,5,0.5mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
(Also Known As Roxicodone) 1 tablet by mouth every 4 hours for 3 days as needed for pain,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,4,,hour,,,,,,,,,45,57,every 4 hour,every 4 hours,3,,day,59,68,3 day,1,pain,70,88,as needed for pain
(Also Known As Xalatan) 1 drop in both eyes every evening at bedtime for 90 days,,,,,1,,drops dose form,23,30, 1 drop,,,,,,,,,,,1,,1,,day,,,,,in the evening,,,,44,57,every evening,daily in the evening,90,,day,69,79,90 day,,,,,
(Also Known As Pacerone) 1 tablet by mouth daily,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,1,,1,,day,,,,,,,,,43,48,daily,daily,,,,,,,,,,,
1 tablet by mouth at bedtime,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,,,,,,,,bedtime,,,,18,28,at bedtime, bedtime,,,,,,,,,,,
20 mg daily by mouth,,,,,,,,,,,20,,mg,0,5,20 mg,oral,12,20,by mouth,1,,1,,day,,,,,,,,,6,11,daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for 7 days as needed for nausea,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,7,,day,32,41,7 day,1,nausea,43,63,as needed for nausea
20 MG orally at bedtime,,,,,,,,,,,20,,mg,0,5,20 MG,oral,6,12,orally,1,,,,,,,,,bedtime,,,,13,23,at bedtime, bedtime,,,,,,,,,,,
(Also Known As Imdur) 1 tablet by mouth daily,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,,,,,40,45,daily,daily,,,,,,,,,,,
200mg by mouth twice daily,,,,,,,,,,,200,,mg,0,5,200mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
40 MG orally at bedtime,,,,,,,,,,,40,,mg,0,5,40 MG,oral,6,12,orally,1,,,,,,,,,bedtime,,,,13,23,at bedtime, bedtime,,,,,,,,,,,
nasal spray daily,spray,6,11,spray,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,12,17,daily,daily,,,,,,,,,,,
40mg one tab by mouth daily,,,,,1,,tablet,4,12, one tab,40,,mg,0,4,40mg,oral,13,21,by mouth,1,,1,,day,,,,,,,,,22,27,daily,daily,,,,,,,,,,,
1 drop in both eyes every evening at bedtime for 90 days,,,,,1,,drops dose form,0,6,1 drop,,,,,,,,,,,1,,1,,day,,,,,in the evening,,,,20,33,every evening,daily in the evening,90,,day,45,55,90 day,,,,,
(Also Known As Ceftin) 1 tablet by mouth twice a day for 10 days,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,2,,1,,day,,,,,,,,,41,52,twice a day,twice daily,10,,day,53,63,10 day,,,,,
100mcg by mouth daily,,,,,,,,,,,100,,mcg,0,6,100mcg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
40 mg tablet by mouth daily,,,,,,,,,,,40,,mg,0,5,40 mg,oral,13,21,by mouth,1,,1,,day,,,,,,,,,22,27,daily,daily,,,,,,,,,,,
(Also Known As Norvasc) 1 tablet by mouth twice a day,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,2,,1,,day,,,,,,,,,42,53,twice a day,twice daily,,,,,,,,,,,
2 tablets by mouth as needed,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,19,28,as needed
                 1 tablet by mouth daily               ,,,,,1,,tablet,0,22,                 1 tab,,,,,,,oral,26,34,by mouth,1,,1,,day,,,,,,,,,35,40,daily,daily,,,,,,,,,,,
(Also Known As Bactrim DS) 1 tablet by mouth twice a day for 5 days,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,2,,1,,day,,,,,,,,,45,56,twice a day,twice daily,5,,day,57,66,5 day,,,,,
apply to affected areas twice daily,apply,0,5,apply,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,
300 mg orally every 8 hours,,,,,,,,,,,300,,mg,0,6,300 mg,oral,7,13,orally,1,,8,,hour,,,,,,,,,14,26,every 8 hour,every 8 hours,,,,,,,,,,,
(Also Known As Neurontin) 3 capsules by mouth three times a day,,,,,3,,capsule,25,35, 3 capsule,,,,,,,oral,37,45,by mouth,3,,1,,day,,,,,,,,,46,63,three times a day,3 times per day,,,,,,,,,,,
50mg daily by mouth,,,,,,,,,,,50,,mg,0,4,50mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,,,,,
10mg take one tablet daily,take,5,9,take,1,,tablet,9,17, one tab,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,21,26,daily,daily,,,,,,,,,,,
20 mg 1 tablet by mouth once daily,,,,,1,,tablet,5,11, 1 tab,20,,mg,0,5,20 mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,34,once daily,daily,,,,,,,,,,,
20 mg orally every twelve hours,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,12,orally,1,,12,,hour,,,,,,,,,13,30,every twelve hour,every 12 hours,,,,,,,,,,,
(Also Known As Naprosyn) 1 tablet by mouth twice a day for 14 days,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,2,,1,,day,,,,,,,,,43,54,twice a day,twice daily,14,,day,55,65,14 day,,,,,
(Also Known As Coreg) 1 tablet by mouth every 12 hours,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,12,,hour,,,,,,,,,40,53,every 12 hour,every 12 hours,,,,,,,,,,,
40mg tablet by mouth daily,,,,,,,,,,,40,,mg,0,4,40mg,oral,12,20,by mouth,1,,1,,day,,,,,,,,,21,26,daily,daily,,,,,,,,,,,
1 drop in both eyes daily,,,,,1,,drops dose form,0,6,1 drop,,,,,,,,,,,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,,,,,
100mg 1 tablet by mouth twice daily,,,,,1,,tablet,5,11, 1 tab,100,,mg,0,5,100mg,oral,15,23,by mouth,2,,1,,day,,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,
100 mg by mouth once daily,,,,,,,,,,,100,,mg,0,6,100 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,26,once daily,daily,,,,,,,,,,,
1000 mg once daily,,,,,,,,,,,1000,,mg,0,7,1000 mg,,,,,1,,1,,day,,,,,,,,,8,18,once daily,daily,,,,,,,,,,,
10mg tab by mouth daily,,,,,,,,,,,10,,mg,0,4,10mg,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
2 spray in each nostril daily for 30 day(s),spray,2,7,spray,2,,spray dose form,0,7,2 spray,,,,,,,nasal route,8,23,in each nostril,1,,1,,day,,,,,,,,,24,29,daily,daily,30,,day,30,40,30 day,,,,,
(Also Known As Roxicodone) 1 tablet by mouth every 4 hours for 10 days as needed for pain,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,4,,hour,,,,,,,,,45,57,every 4 hour,every 4 hours,10,,day,59,69,10 day,1,pain,71,89,as needed for pain
1 spray in each nostril twice a day for 30 day(s),spray,2,7,spray,1,,spray dose form,0,7,1 spray,,,,,,,nasal route,8,23,in each nostril,2,,1,,day,,,,,,,,,24,35,twice a day,twice daily,30,,day,36,46,30 day,,,,,
1 tablet by mouth every evening at bedtime as needed for muscle spasms,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,in the evening,,,,18,31,every evening,daily in the evening,,,,,,,1,muscle spasms,43,70,as needed for muscle spasms
take 1 tablet daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
2 gummies by mouth daily,,,,,2,,gum,0,5,2 gum,2,,g,0,3,2 g,oral,10,18,by mouth,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
2 puffs from the inhaler four times a day as needed for wheezing,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,4,,1,,day,,,,,,,,,25,41,four times a day,4 times per day,,,,,,,1,wheezing,42,64,as needed for wheezing
(Also Known As Verelan) 1 capsule by mouth daily,,,,,1,,capsule,23,33, 1 capsule,,,,,,,oral,34,42,by mouth,1,,1,,day,,,,,,,,,43,48,daily,daily,,,,,,,,,,,
50 MG orally daily,,,,,,,,,,,50,,mg,0,5,50 MG,oral,6,12,orally,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
(Also Known As Procardia XL) 1 tablet by mouth daily,,,,,1,,tablet,28,34, 1 tab,,,,,,,oral,38,46,by mouth,1,,1,,day,,,,,,,,,47,52,daily,daily,,,,,,,,,,,
1 tab twice daily,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,
50mcg 1 tablet by mouth daily,,,,,1,,tablet,5,11, 1 tab,50,,mcg,0,5,50mcg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for 3 days as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,3,,day,32,41,3 day,1,,43,52,as needed
40 mg 1 tablet by mouth once daily,,,,,1,,tablet,5,11, 1 tab,40,,mg,0,5,40 mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,34,once daily,daily,,,,,,,,,,,
apply to the affected area(s) by topical route 2 times per day in the morning and evening,apply,0,5,apply,,,,,,,,,,,,,topical route,33,40,topical,2,,1,,day,,,,,,,,,47,62,2 times per day,twice daily,,,,,,,,,,,
500 mg 1 tablet by mouth twice daily,,,,,1,,tablet,6,12, 1 tab,500,,mg,0,6,500 mg,oral,16,24,by mouth,2,,1,,day,,,,,,,,,25,36,twice daily,twice daily,,,,,,,,,,,
(Also Known As Lasix) 1 tablet by mouth every morning,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,in the morning,,,,40,53,every morning,daily in the morning,,,,,,,,,,,
1 prep by mouth one time only,,,,,,,,,,,,,,,,,oral,7,15,by mouth,,,,,,,,,,,,,1,16,29,one time only,once,,,,,,,,,,,
75 mg orally daily,,,,,,,,,,,75,,mg,0,5,75 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
apply a thin layer to the affected area(s) by topical route once daily,apply,0,5,apply,,,,,,,,,,,,,topical route,46,53,topical,1,,1,,day,,,,,,,,,60,70,once daily,daily,,,,,,,,,,,
40 mg once a day,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,,6,16,once a day,daily,,,,,,,,,,,
200mg by mouth as needed,,,,,,,,,,,200,,mg,0,5,200mg,oral,6,14,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,15,24,as needed
(Also Known As Roxicodone) 1 tablet by mouth every 6 hours for 7 days as needed for pain,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,6,,hour,,,,,,,,,45,57,every 6 hour,every 6 hours,7,,day,59,68,7 day,1,pain,70,88,as needed for pain
1 tablet by mouth every 8 hours for 10 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,8,,hour,,,,,,,,,18,30,every 8 hour,every 8 hours,10,,day,32,42,10 day,,,,,
30 mg orally once daily,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
(Also Known As Ultram) 1 tablet by mouth every 8 hours as needed for pain,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,1,,8,,hour,,,,,,,,,41,53,every 8 hour,every 8 hours,,,,,,,1,pain,55,73,as needed for pain
1 capsule by mouth twice a day for 10 days as needed for constipation,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,10,,day,31,41,10 day,1,constipation,43,69,as needed for constipation
0.5 tablet by mouth every 12 hours,,,,,0.5,,tablet,0,7,0.5 tab,,,,,,,oral,11,19,by mouth,1,,12,,hour,,,,,,,,,20,33,every 12 hour,every 12 hours,,,,,,,,,,,
1 by mouth daily.,,,,,,,,,,,,,,,,,oral,2,10,by mouth,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
?mg orally daily,,,,,,,,,,,,,,,,,oral,4,10,orally,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
